	country	lineage	drug	strain	date	MDR
1419	Russia	lineage4	STREPTOMYCIN	SAMEA1403829	4.38669592054	1
1420	Russia	lineage4	STREPTOMYCIN	SAMEA1707124	10.796341028299999	1
1421	Russia	lineage4	STREPTOMYCIN	SAMEA1403623	3.5069692665199996	1
1422	Russia	lineage4	STREPTOMYCIN	SAMEA1403918	7.895650818969999	1
1423	Russia	lineage4	STREPTOMYCIN	SAMEA1707552	9.91605568368	1
1424	Russia	lineage4	STREPTOMYCIN	SAMEA1403859	13.2939547472	0
1425	Russia	lineage4	STREPTOMYCIN	SAMEA1707184	8.93698799386	1
1426	Russia	lineage4	STREPTOMYCIN	SAMEA1403709	10.2752281153	1
1427	Russia	lineage4	STREPTOMYCIN	SAMEA1403581	7.895650818969999	0
1428	Russia	lineage4	STREPTOMYCIN	SAMEA1015936	12.100494136400002	1
1429	Russia	lineage4	STREPTOMYCIN	SAMEA1016091	8.97512203014	1
1430	Russia	lineage4	STREPTOMYCIN	SAMEA1015931	6.081364795980001	1
1431	Russia	lineage4	STREPTOMYCIN	SAMEA1015935	12.0987935949	1
1432	Russia	lineage4	STREPTOMYCIN	SAMEA1403811	1.4335236429	0
1433	Russia	lineage4	STREPTOMYCIN	SAMEA1016029	4.5228670242	1
1434	Russia	lineage4	STREPTOMYCIN	SAMEA1707360	7.1845011072	0
1435	Russia	lineage4	STREPTOMYCIN	SAMEA1016181	7.7630094090399995	0
1436	Russia	lineage4	STREPTOMYCIN	SAMEA1016025	5.98854328141	1
1437	Russia	lineage4	STREPTOMYCIN	SAMEA1016021	7.895650818969999	1
1438	Russia	lineage4	STREPTOMYCIN	SAMEA1403655	5.00455037672	0
1439	Russia	lineage4	STREPTOMYCIN	SAMEA1707487	11.7832739262	0
1440	Russia	lineage4	STREPTOMYCIN	SAMEA1015939	4.381348010380001	0
1441	Russia	lineage4	STREPTOMYCIN	SAMEA1707482	7.112498173360001	0
1442	Russia	lineage4	STREPTOMYCIN	SAMEA1403993	5.39424543518	0
1443	Russia	lineage4	STREPTOMYCIN	SAMEA1403980	5.10182697381	1
1444	Russia	lineage4	STREPTOMYCIN	SAMEA1403933	5.10182697381	1
1445	Russia	lineage4	STREPTOMYCIN	SAMEA1403763	9.0123930624	1
1446	Russia	lineage4	STREPTOMYCIN	SAMEA1403830	11.374254463800002	0
1447	Russia	lineage4	STREPTOMYCIN	SAMEA1707408	3.0263052345099997	0
1448	Russia	lineage4	STREPTOMYCIN	SAMEA1403923	9.25571905131	0
1449	Russia	lineage4	STREPTOMYCIN	SAMEA1016015	5.434229176980001	0
1450	Russia	lineage4	STREPTOMYCIN	SAMEA1015954	10.3309982929	1
1451	Russia	lineage4	STREPTOMYCIN	SAMEA1403845	5.00296436098	1
1452	Russia	lineage4	STREPTOMYCIN	SAMEA1015959	6.38216952497	0
1453	Russia	lineage4	STREPTOMYCIN	SAMEA1403786	11.7832739262	1
1454	Russia	lineage4	STREPTOMYCIN	SAMEA1707150	7.895650818969999	1
1455	Russia	lineage4	STREPTOMYCIN	SAMEA1707154	5.79809839792	0
1456	Russia	lineage4	STREPTOMYCIN	SAMEA1707556	9.75405406391	0
1457	Russia	lineage4	STREPTOMYCIN	SAMEA1403949	7.28993005725	0
1458	Russia	lineage4	STREPTOMYCIN	SAMEA1707498	10.883988003299999	0
1459	Russia	lineage4	STREPTOMYCIN	SAMEA1403671	6.6405104214	0
1460	Russia	lineage4	STREPTOMYCIN	SAMEA1403774	7.895650818969999	1
1461	Russia	lineage4	STREPTOMYCIN	SAMEA1707419	2.0055746836000004	1
1462	Russia	lineage4	STREPTOMYCIN	SAMEA1707418	27.249346626599998	0
1463	Russia	lineage4	STREPTOMYCIN	SAMEA1403719	3.38371556058	0
1464	Russia	lineage4	STREPTOMYCIN	SAMEA1403806	9.990094981830001	0
1465	Russia	lineage4	STREPTOMYCIN	SAMEA1707398	7.895650818969999	0
1466	Russia	lineage4	STREPTOMYCIN	SAMEA1403576	11.7832739262	0
1467	Russia	lineage4	STREPTOMYCIN	SAMEA1016201	9.32985693618	1
1468	Russia	lineage4	STREPTOMYCIN	SAMEA1707393	3.21230942647	0
1469	Russia	lineage4	STREPTOMYCIN	SAMEA1015944	18.9465048602	1
1470	Russia	lineage4	STREPTOMYCIN	SAMEA1016145	10.8492357876	1
1471	Russia	lineage4	STREPTOMYCIN	SAMEA1403819	2.34291645096	1
1472	Russia	lineage4	STREPTOMYCIN	SAMEA1016072	6.5486095530299995	1
1473	Russia	lineage4	STREPTOMYCIN	SAMEA1403741	17.207021853900002	1
1474	Russia	lineage4	STREPTOMYCIN	SAMEA1403686	4.11792989135	1
1475	Russia	lineage4	STREPTOMYCIN	SAMEA1707446	9.78224314519	1
1476	Russia	lineage4	STREPTOMYCIN	SAMEA1016061	3.186906348	1
1477	Russia	lineage4	STREPTOMYCIN	SAMEA1403598	11.9781328661	0
1478	Russia	lineage4	STREPTOMYCIN	SAMEA1016077	5.34220644754	0
1479	Russia	lineage4	STREPTOMYCIN	SAMEA1707201	3.3340905002700003	1
1480	Russia	lineage4	STREPTOMYCIN	SAMEA1016030	18.3324262882	1
1481	Russia	lineage4	STREPTOMYCIN	SAMEA1403805	4.1668484479300005	1
1482	Russia	lineage4	STREPTOMYCIN	SAMEA1016051	11.7832739262	1
1483	Russia	lineage4	STREPTOMYCIN	SAMEA1707142	12.100494136400002	1
1484	Russia	lineage4	STREPTOMYCIN	SAMEA1403609	9.91605568368	1
1485	Russia	lineage4	STREPTOMYCIN	SAMEA1403877	7.895650818969999	1
1486	Russia	lineage4	STREPTOMYCIN	SAMEA1015988	15.525743535799998	1
1487	Russia	lineage4	STREPTOMYCIN	SAMEA1016184	19.1986090393	1
1488	Russia	lineage4	STREPTOMYCIN	SAMEA1403727	18.6166908764	1
1489	Russia	lineage4	STREPTOMYCIN	SAMEA1707339	8.93698799386	1
1490	Russia	lineage4	STREPTOMYCIN	SAMEA1403722	10.1410420673	0
1491	Russia	lineage4	STREPTOMYCIN	SAMEA1016019	4.99898380264	1
1492	Russia	lineage4	STREPTOMYCIN	SAMEA1707521	2.79742354501	0
1493	Russia	lineage4	STREPTOMYCIN	SAMEA1707504	9.91605568368	1
1494	Russia	lineage4	STREPTOMYCIN	SAMEA1015958	10.3309982929	1
1495	Russia	lineage4	STREPTOMYCIN	SAMEA1707274	3.7944709927900004	0
1496	Russia	lineage4	STREPTOMYCIN	SAMEA1016158	12.100494136400002	1
1497	Russia	lineage4	STREPTOMYCIN	SAMEA1403882	3.33807928519	0
1498	Russia	lineage4	STREPTOMYCIN	SAMEA1469500	7.89565081896	1
1499	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95532418	2.28414766339	1
1500	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95528668	3.0889323017900003	1
1501	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95512918	4.012663271519999	1
1502	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95493418	1.87890196447	1
1503	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95416918	4.012663271519999	1
1504	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95535418	3.50559757052	1
1505	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95534668	3.69621601995	1
1506	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95428168	4.012663271519999	1
1507	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95533168	3.50559757051	1
1508	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95531668	1.2512733012200001	1
1509	South Africa	lineage2	AMINOGLYCOSIDE	SAMN03648591	5.34790678898	1
1510	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95443168	4.012663271519999	1
1511	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95422168	8.120533648210001	1
1512	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95436418	8.120533648210001	1
1513	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95413168	4.012663271519999	1
1514	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95410918	4.012663271519999	1
1515	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95415418	1.8933235007499998	1
1516	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95488918	8.12053364822	1
1517	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95500168	8.120533648210001	1
1518	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95491918	4.012663271519999	1
1519	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95529418	1.2512733012200001	1
1520	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95498668	1.8933235007499998	1
1521	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95527918	2.28414766339	1
1522	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95425168	8.12053364822	1
1523	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95435668	1.8628738067200001	1
1524	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95425918	4.012663271519999	1
1525	South Africa	lineage2	AMINOGLYCOSIDE	SAMN02586056	1.8762725226499999	0
1526	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95527168	3.50559757051	1
1527	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95485168	1.87890196447	1
1528	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95411668	4.012663271519999	1
1529	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95492668	1.87890196447	1
1530	South Africa	lineage2	AMINOGLYCOSIDE	SAMN03648857	3.22538016788	0
1531	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95420668	4.012663271519999	1
1532	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95412418	4.012663271519999	1
1533	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95513668	4.012663271519999	1
1534	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95482918	3.50559757051	1
1535	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95539168	3.50559757051	1
1536	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95511418	4.012663271519999	1
1537	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95437918	4.012663271519999	1
1538	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95501668	4.9752796880400005	1
1539	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95515918	2.02976032726	1
1540	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95510668	4.012663271519999	1
1541	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95443918	8.12053364822	1
1542	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95437168	0.941097331695	0
1543	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95530168	4.9752796880400005	1
1544	South Africa	lineage2	AMINOGLYCOSIDE	SAMN02350439	0.612665447853	1
1545	Germany	lineage1	PYRAZINAMIDE	SAMEA2534219	13.2689486003	0
1546	Germany	lineage2	OTHER	SAMEA2533840	9.43255203989	0
1547	Germany	lineage2	OTHER	SAMEA2534314	22.527411114499998	1
1548	Germany	lineage4	ETHAMBUTOL	SAMEA2533797	21.8805457075	1
1549	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95532418	2.84283523204	1
1550	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95512918	5.56480482658	1
1551	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95493418	5.56480482657	1
1552	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95484418	3.83600795955	1
1553	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95535418	5.56480482657	1
1554	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95428168	5.56480482657	1
1555	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95533168	5.56480482658	1
1556	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95499418	5.56480482657	1
1557	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95422168	7.0586781406500005	1
1558	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95436418	7.0586781406500005	1
1559	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95413168	5.56480482658	1
1560	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95410918	5.56480482658	1
1561	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95415418	1.24686812219	1
1562	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95488918	7.0586781406500005	1
1563	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95500168	7.0586781406500005	1
1564	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95491918	5.56480482657	1
1565	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95498668	1.24686812219	1
1566	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95527918	2.84283523204	1
1567	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95425168	7.0586781406500005	1
1568	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95425918	5.56480482658	1
1569	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95501668	8.10968529725	1
1570	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95527168	5.56480482658	1
1571	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95485168	5.56480482657	1
1572	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95519668	5.56480482658	1
1573	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95528668	5.56480482658	1
1574	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95485918	5.56480482657	1
1575	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95411668	5.56480482658	1
1576	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95512168	5.56480482658	1
1577	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95492668	5.56480482657	1
1578	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95420668	5.56480482658	1
1579	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95412418	5.56480482658	1
1580	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95513668	5.56480482658	1
1581	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95482918	5.56480482658	1
1582	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95539168	5.56480482658	1
1583	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95511418	5.56480482658	1
1584	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95437918	5.56480482658	1
1585	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95510668	5.56480482658	1
1586	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95443918	7.0586781406500005	1
1587	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95430418	5.56480482657	1
1588	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95530168	8.10968529725	1
1589	South Korea	lineage2	OTHER	SAMN02398704	2.44240704801	1
1590	South Korea	lineage2	OTHER	SAMN02398716	7.580891279639999	1
1591	South Korea	lineage2	OTHER	SAMN02398714	25.368970189000002	0
1592	South Korea	lineage2	OTHER	SAMN02398713	1.9745788600999998	1
1593	South Korea	lineage2	OTHER	SAMN02398712	1.9745788600999998	1
1594	South Korea	lineage2	OTHER	SAMN02398711	1.7202363298900003	1
1595	South Korea	lineage2	OTHER	SAMN02398703	12.199234035999998	1
1596	South Korea	lineage2	OTHER	SAMN02398701	25.9173127721	1
1597	South Korea	lineage2	OTHER	SAMN02398700	25.9173127721	1
1598	South Korea	lineage2	OTHER	SAMN02360616	15.451216128499999	1
1599	South Korea	lineage2	OTHER	SAMN02360618	25.368970189000002	1
1600	South Korea	lineage2	OTHER	SAMN02398699	15.451216128399999	1
1601	South Korea	lineage2	OTHER	SAMN02360610	15.451216128499999	1
1602	South Korea	lineage2	OTHER	SAMN02398696	1.14922023913	1
1603	South Korea	lineage2	OTHER	SAMEA3558131	52.171675020500004	0
1604	South Korea	lineage2	OTHER	SAMN02398695	25.9173127721	0
1605	United Kingdom	lineage3	STREPTOMYCIN	SAMEA2296977	10.2183691863	0
1606	United Kingdom	lineage3	STREPTOMYCIN	SAMN03648094	5.80895131156	1
1607	United Kingdom	lineage3	STREPTOMYCIN	SAMN03648330	17.2928120872	0
1608	United Kingdom	lineage3	STREPTOMYCIN	SAMN03647349	4.36332444498	0
1609	United Kingdom	lineage4	FLUOROQUINOLONES	SAMEA1018859	6.699956203639999	0
1610	United Kingdom	lineage4	FLUOROQUINOLONES	SAMN03647999	8.25766620038	0
1611	United Kingdom	lineage4	FLUOROQUINOLONES	SAMN03648066	8.25766620038	0
1612	United Kingdom	lineage4	FLUOROQUINOLONES	SAMN03647559	20.1491402121	0
1613	United Kingdom	lineage4	FLUOROQUINOLONES	SAMN03647562	7.81811470813	0
1614	United Kingdom	lineage4	FLUOROQUINOLONES	SAMEA1019184	9.79442743815	1
1615	United Kingdom	lineage4	FLUOROQUINOLONES	SAMN03647145	5.113538318440001	0
1616	United Kingdom	lineage4	FLUOROQUINOLONES	SAMEA1018884	6.699956203639999	0
1617	Mali	lineage4	STREPTOMYCIN	SAMN02231159	3.4136842755199996	0
1618	Mali	lineage4	STREPTOMYCIN	SAMN02231180	3.4136842755199996	1
1619	Mali	lineage4	STREPTOMYCIN	SAMN02231185	3.59608983208	1
1620	Mali	lineage4	STREPTOMYCIN	SAMN02231121	13.8622657197	0
1621	Mali	lineage4	STREPTOMYCIN	SAMN02231173	2.46170815694	1
1622	Mali	lineage4	STREPTOMYCIN	SAMN02231156	2.90011023722	1
1623	Mali	lineage4	STREPTOMYCIN	SAMN02231164	3.4136842755199996	1
1624	Mali	lineage4	STREPTOMYCIN	SAMN02231165	42.8394983003	0
1625	Russia	lineage4	ETHAMBUTOL	SAMEA1403940	9.12833508026	0
1626	Russia	lineage4	ETHAMBUTOL	SAMEA1016000	18.8591068877	1
1627	Russia	lineage4	ETHAMBUTOL	SAMEA1403829	3.93320809372	1
1628	Russia	lineage4	ETHAMBUTOL	SAMEA1707124	10.788166882999999	1
1629	Russia	lineage4	ETHAMBUTOL	SAMEA1403623	3.20644737162	1
1630	Russia	lineage4	ETHAMBUTOL	SAMEA1403918	3.3483940856	1
1631	Russia	lineage4	ETHAMBUTOL	SAMEA1707552	1.9289938947599998	1
1632	Russia	lineage4	ETHAMBUTOL	SAMEA1403859	11.6315244202	0
1633	Russia	lineage4	ETHAMBUTOL	SAMEA1403700	20.3561089441	1
1634	Russia	lineage4	ETHAMBUTOL	SAMEA1403581	2.73899061948	0
1635	Russia	lineage4	ETHAMBUTOL	SAMEA1016025	5.9456530356099995	1
1636	Russia	lineage4	ETHAMBUTOL	SAMEA1016021	3.1416418809500004	1
1637	Russia	lineage4	ETHAMBUTOL	SAMEA1015939	4.05615744404	0
1638	Russia	lineage4	ETHAMBUTOL	SAMEA1403763	7.342297780089999	1
1639	Russia	lineage4	ETHAMBUTOL	SAMEA1015954	8.663732728989999	1
1640	Russia	lineage4	ETHAMBUTOL	SAMEA1403845	4.458899226180001	1
1641	Russia	lineage4	ETHAMBUTOL	SAMEA1403786	5.20581420259	1
1642	Russia	lineage4	ETHAMBUTOL	SAMEA1707150	3.3483940856	1
1643	Russia	lineage4	ETHAMBUTOL	SAMEA1403949	5.984210073790001	0
1644	Russia	lineage4	ETHAMBUTOL	SAMEA1403774	3.3483940856	1
1645	Russia	lineage4	ETHAMBUTOL	SAMEA1707419	2.26592546474	1
1646	Russia	lineage4	ETHAMBUTOL	SAMEA1403576	5.20581420259	0
1647	Russia	lineage4	ETHAMBUTOL	SAMEA1707393	3.1010806629900003	0
1648	Russia	lineage4	ETHAMBUTOL	SAMEA1015944	18.3871982447	1
1649	Russia	lineage4	ETHAMBUTOL	SAMEA1016145	9.7141629856	1
1650	Russia	lineage4	ETHAMBUTOL	SAMEA1403941	2.0270564320099997	0
1651	Russia	lineage4	ETHAMBUTOL	SAMEA1707446	2.6168787252700003	1
1652	Russia	lineage4	ETHAMBUTOL	SAMEA1707201	3.47557470125	1
1653	Russia	lineage4	ETHAMBUTOL	SAMEA1016030	16.5599820316	1
1654	Russia	lineage4	ETHAMBUTOL	SAMEA1403805	3.7468962003400006	1
1655	Russia	lineage4	ETHAMBUTOL	SAMEA1707142	2.3368860810900003	1
1656	Russia	lineage4	ETHAMBUTOL	SAMEA1403722	9.9664365939	0
1657	Russia	lineage4	ETHAMBUTOL	SAMEA1707521	2.66454935319	0
1658	Russia	lineage4	ETHAMBUTOL	SAMEA1016158	2.7962557503600003	1
1659	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95512918	5.028474893219999	1
1660	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95493418	5.02847489323	1
1661	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95416918	5.028474893219999	1
1662	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95428168	5.028474893219999	1
1663	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95533168	5.028474893219999	1
1664	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95499418	5.028474893219999	1
1665	South Africa	lineage2	AMINOGLYCOSIDE	SAMN03648591	5.33061691948	1
1666	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95427418	0.898405457014	0
1667	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95521168	5.028474893219999	1
1668	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95443168	5.02847489323	1
1669	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95422168	0.837452571728	1
1670	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95436418	0.955219520974	1
1671	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95413168	5.028474893219999	1
1672	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95410918	5.028474893219999	1
1673	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95415418	0.516130058903	1
1674	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95488918	3.7531546665599995	1
1675	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95491918	5.028474893219999	1
1676	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95425168	2.31552088217	1
1677	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95425918	5.028474893219999	1
1678	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95527168	5.028474893219999	1
1679	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95485168	5.02847489323	1
1680	South Africa	lineage2	AMINOGLYCOSIDE	SAMN03648998	2.2480834910799996	0
1681	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95411668	5.028474893219999	1
1682	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95492668	5.02847489323	1
1683	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95420668	5.028474893219999	1
1684	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95412418	5.028474893219999	1
1685	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95513668	5.028474893219999	1
1686	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95482918	5.028474893219999	1
1687	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95539168	5.028474893219999	1
1688	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95511418	5.028474893219999	1
1689	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95437918	5.028474893219999	1
1690	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95501668	4.84560917216	1
1691	South Africa	lineage2	AMINOGLYCOSIDE	SAMN02053789	1.3075678865	1
1692	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95510668	5.028474893219999	1
1693	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95443918	2.31552088217	1
1694	South Africa	lineage2	AMINOGLYCOSIDE	SAMEA95530168	4.84560917216	1
1695	United Kingdom	lineage2	STREPTOMYCIN	SAMN03647423	22.668356997800004	1
1696	United Kingdom	lineage2	STREPTOMYCIN	SAMEA2297155	10.0090329688	0
1697	United Kingdom	lineage2	STREPTOMYCIN	SAMN03647508	10.7044946306	1
1698	United Kingdom	lineage2	STREPTOMYCIN	SAMN03647560	12.9038645343	1
1699	United Kingdom	lineage2	STREPTOMYCIN	SAMN03647540	10.7044946306	1
1700	United Kingdom	lineage2	STREPTOMYCIN	SAMN03647592	12.9038645343	1
1701	United Kingdom	lineage2	STREPTOMYCIN	SAMN03648003	12.9038645344	1
1702	United Kingdom	lineage2	STREPTOMYCIN	SAMN03648082	6.56750010719	1
1703	United Kingdom	lineage2	STREPTOMYCIN	SAMN03648084	9.127875133969999	1
1704	United Kingdom	lineage2	STREPTOMYCIN	SAMN03647479	12.9038645344	1
1705	United Kingdom	lineage2	STREPTOMYCIN	SAMEA2296953	8.72355390469	1
1706	United Kingdom	lineage2	STREPTOMYCIN	SAMN03647602	11.398246240899999	1
1707	United Kingdom	lineage2	STREPTOMYCIN	SAMN03647913	8.72355390469	1
1708	Peru	lineage4	ETHAMBUTOL	Peru4072	4.266667517169999	0
1709	Peru	lineage4	ETHAMBUTOL	Peru4987	1.8157295551099997	1
1710	Peru	lineage4	ETHAMBUTOL	Peru4986	16.2871318918	1
1711	Peru	lineage4	ETHAMBUTOL	Peru3372	34.709685739	1
1712	Peru	lineage4	ETHAMBUTOL	Peru4549	12.0602914276	1
1713	Peru	lineage4	ETHAMBUTOL	Peru4548	0.589402474112	1
1714	Peru	lineage4	ETHAMBUTOL	Peru4547	16.720711826	1
1715	Peru	lineage4	ETHAMBUTOL	Peru4543	4.5461979392	1
1716	Peru	lineage4	ETHAMBUTOL	Peru4542	1.6368909105200002	1
1717	Peru	lineage4	ETHAMBUTOL	Peru3962	4.03006629895	0
1718	Peru	lineage4	ETHAMBUTOL	Peru3277	0.457738388745	1
1719	Peru	lineage4	ETHAMBUTOL	Peru3270	4.8388548407	1
1720	Peru	lineage4	ETHAMBUTOL	Peru3998	0.687383517127	0
1721	Peru	lineage4	ETHAMBUTOL	Peru3992	29.1312735112	0
1722	Peru	lineage4	ETHAMBUTOL	Peru3997	5.26304560366	0
1723	Peru	lineage4	ETHAMBUTOL	Peru2912	6.870610095830001	0
1724	Peru	lineage4	ETHAMBUTOL	Peru2916	4.03006629895	0
1725	Peru	lineage4	ETHAMBUTOL	Peru2917	0.595551920285	0
1726	Peru	lineage4	ETHAMBUTOL	Peru3367	1.0731218375700002	1
1727	Peru	lineage4	ETHAMBUTOL	Peru3362	1.69983469144	1
1728	Peru	lineage4	ETHAMBUTOL	Peru4044	1.6368909105200002	1
1729	Peru	lineage4	ETHAMBUTOL	Peru3361	1.6676805343099999	1
1730	Peru	lineage4	ETHAMBUTOL	Peru5123	1.3672950550799998	1
1731	Peru	lineage4	ETHAMBUTOL	Peru4906	6.0867039925099995	1
1732	Peru	lineage4	ETHAMBUTOL	Peru4905	3.7367924511900004	0
1733	Peru	lineage4	ETHAMBUTOL	Peru4610	24.429126593099998	1
1734	Peru	lineage4	ETHAMBUTOL	Peru4903	18.3841782785	1
1735	Peru	lineage4	ETHAMBUTOL	Peru4902	3.2374867009900004	1
1736	Peru	lineage4	ETHAMBUTOL	Peru4614	61.895133635200004	1
1737	Peru	lineage4	ETHAMBUTOL	Peru5032	10.7620479101	1
1738	Peru	lineage4	ETHAMBUTOL	Peru2911	22.7572454225	1
1739	Peru	lineage4	ETHAMBUTOL	Peru3069	2.71807851244	1
1740	Peru	lineage4	ETHAMBUTOL	Peru5121	17.6102859507	1
1741	Peru	lineage4	ETHAMBUTOL	Peru3060	9.5742092995	0
1742	Peru	lineage4	ETHAMBUTOL	Peru3063	0.781954421873	0
1743	Peru	lineage4	ETHAMBUTOL	Peru3064	3.62991042948	1
1744	Peru	lineage4	ETHAMBUTOL	Peru3066	0.487237513495	1
1745	Peru	lineage4	ETHAMBUTOL	Peru5113	3.2629234195700003	1
1746	Peru	lineage4	ETHAMBUTOL	Peru5111	22.7572454225	1
